iter	Passed	Remaining
375	678	1125
376	679	1122
377	679	1118
378	680	1115
379	682	1112
380	683	1110
381	684	1106
382	685	1103
383	686	1100
384	687	1098
385	688	1095
386	689	1092
387	690	1089
388	691	1086
389	692	1083
390	693	1080
391	694	1077
392	695	1074
393	696	1071
394	697	1068
395	698	1065
396	699	1062
397	700	1059
398	701	1056
399	702	1054
400	703	1051
401	704	1048
402	705	1045
403	706	1042
404	708	1040
405	709	1037
406	710	1034
407	710	1031
408	711	1028
409	712	1025
410	713	1022
411	714	1019
412	715	1017
413	717	1015
414	718	1012
415	719	1010
416	720	1007
417	721	1005
418	722	1002
419	723	999
420	724	996
421	725	994
422	726	991
423	727	988
424	728	986
425	730	984
426	731	981
427	732	979
428	733	976
429	734	974
430	735	971
431	737	969
432	738	967
433	739	964
434	740	961
435	741	958
436	742	956
437	743	953
438	744	950
439	745	949
440	747	947
441	748	944
442	749	942
443	750	939
444	751	936
445	752	934
446	753	931
447	754	929
448	755	926
449	755	923
450	756	921
451	757	918
452	758	916
453	759	913
454	761	911
455	762	909
456	763	907
457	764	904
458	765	902
459	766	900
460	767	897
461	768	895
462	769	892
463	770	890
464	771	887
465	772	885
466	773	882
467	774	880
468	776	878
469	777	876
470	778	874
471	779	872
472	780	869
473	781	867
474	782	865
475	783	862
476	784	860
477	785	857
478	786	855
479	787	853
480	788	850
481	790	849
482	791	847
483	793	845
484	794	843
485	795	841
486	796	839
487	797	836
488	798	834
489	799	831
490	800	829
491	801	827
492	802	825
493	803	822
494	804	821
495	806	819
496	808	818
497	810	816
498	811	814
499	812	812
500	814	811
501	815	809
502	816	806
503	817	804
504	819	803
505	821	801
506	822	800
507	824	798
508	826	796
509	827	794
510	828	792
511	829	790
512	830	788
513	831	785
514	832	783
515	833	781
516	835	780
517	837	779
518	839	777
519	840	775
520	841	773
521	842	771
522	843	769
523	844	767
524	845	765
525	847	763
526	848	761
527	850	760
528	852	759
529	853	757
530	855	755
531	856	753
532	857	750
533	858	748
534	858	746
535	859	744
536	860	742
537	861	740
538	864	739
539	865	737
540	867	735
541	868	733
542	869	731
543	870	729
544	870	727
545	871	725
546	873	723
547	874	720
548	874	718
549	875	716
550	877	715
551	879	713
552	881	712
553	882	710
554	883	708
555	883	705
556	884	703
557	886	702
558	887	699
559	888	697
560	888	695
561	889	693
562	890	691
563	892	690
564	893	688
565	895	686
566	896	684
567	897	682
568	898	680
569	899	678
570	900	676
571	901	674
572	902	672
573	903	670
574	904	668
575	905	666
576	907	665
577	908	663
578	910	661
579	911	660
580	912	657
581	913	655
582	914	654
583	915	652
584	916	649
585	916	647
586	917	645
587	918	643
588	919	641
589	920	639
590	922	638
591	923	636
592	924	634
593	925	632
594	926	630
595	927	628
596	928	626
597	929	624
598	930	622
599	931	620
600	932	618
601	933	616
602	933	614
603	934	612
604	936	611
605	937	609
606	939	608
607	940	606
608	941	604
609	942	602
610	943	600
611	944	598
612	945	596
613	946	595
614	947	593
615	948	591
616	949	589
617	952	588
618	956	588
619	957	587
620	959	585
621	961	584
622	962	582
623	963	580
624	964	578
625	972	581
626	974	579
627	983	582
628	987	582
629	989	580
630	991	579
631	993	578
632	996	577
633	1004	579
634	1007	579
635	1009	577
636	1010	575
637	1014	575
638	1017	575
639	1020	574
640	1022	572
641	1023	570
642	1024	569
643	1029	569
644	1031	567
645	1032	565
646	1033	564
647	1034	562
648	1035	560
649	1036	558
650	1037	556
651	1038	554
652	1039	552
653	1040	550
654	1042	548
655	1045	548
656	1046	546
657	1048	544
658	1049	542
659	1050	540
660	1051	539
661	1052	537
662	1053	535
663	1054	533
664	1055	531
665	1057	530
666	1058	528
667	1059	526
668	1060	524
669	1061	522
670	1062	520
671	1063	519
672	1064	517
673	1065	515
674	1066	513
675	1067	511
676	1068	509
677	1072	509
678	1074	507
679	1075	506
680	1076	504
681	1077	502
682	1078	500
683	1079	498
684	1081	497
685	1082	495
686	1083	493
687	1094	496
688	1095	494
689	1096	492
690	1097	490
691	1099	489
692	1103	489
693	1105	487
694	1107	485
695	1108	483
696	1109	482
697	1110	480
698	1111	478
699	1112	476
700	1113	474
701	1114	473
702	1116	471
703	1117	469
704	1118	468
705	1119	466
706	1120	464
707	1121	462
708	1122	460
709	1124	459
710	1124	457
711	1126	455
712	1127	453
713	1128	451
714	1130	450
715	1132	449
716	1134	447
717	1136	446
718	1137	444
719	1138	442
720	1139	440
721	1140	439
722	1141	437
723	1142	435
724	1143	433
725	1145	432
726	1146	430
727	1147	428
728	1149	427
729	1149	425
730	1150	423
731	1151	421
732	1152	419
733	1153	418
734	1155	416
735	1156	414
736	1157	413
737	1158	411
738	1160	409
739	1161	408
740	1163	406
741	1164	404
742	1165	403
743	1167	401
744	1168	400
745	1169	398
746	1170	396
747	1171	394
748	1172	393
749	1174	391
750	1175	389
751	1176	388
752	1177	386
753	1178	384
754	1179	382
755	1181	381
756	1182	379
757	1183	377
758	1184	376
759	1185	374
760	1186	372
761	1187	370
762	1188	369
763	1189	367
764	1190	365
765	1191	364
766	1193	362
767	1194	360
768	1195	359
769	1196	357
770	1196	355
771	1197	353
772	1198	352
773	1199	350
774	1200	348
775	1201	346
776	1202	345
777	1203	343
778	1205	341
779	1206	340
780	1207	338
781	1208	336
782	1209	335
783	1209	333
784	1211	331
785	1212	330
786	1213	328
787	1214	326
788	1215	324
789	1216	323
790	1216	321
791	1217	319
792	1219	318
793	1221	316
794	1222	315
795	1223	313
796	1225	312
797	1226	310
798	1227	308
799	1228	307
800	1229	305
801	1230	303
802	1231	302
803	1234	300
804	1235	299
805	1237	297
806	1238	296
807	1239	294
808	1240	292
809	1241	291
810	1242	289
811	1243	287
812	1244	286
813	1245	284
814	1246	283
815	1247	281
816	1249	279
817	1250	278
818	1251	276
819	1252	274
820	1253	273
821	1254	271
822	1255	270
823	1256	268
824	1257	266
825	1258	265
826	1258	263
827	1259	261
828	1260	260
829	1261	258
830	1262	256
831	1263	255
832	1264	253
833	1265	251
834	1266	250
835	1268	248
836	1269	247
837	1270	245
838	1270	243
839	1271	242
840	1273	240
841	1274	239
842	1275	237
843	1275	235
844	1276	234
845	1278	232
846	1279	231
847	1280	229
848	1281	227
849	1282	226
850	1283	224
851	1284	223
852	1285	221
853	1286	220
854	1287	218
855	1288	216
856	1289	215
857	1290	213
858	1291	211
859	1292	210
860	1294	208
861	1295	207
862	1296	205
863	1297	204
864	1298	202
865	1299	201
866	1300	199
867	1301	197
868	1302	196
869	1303	194
870	1304	193
871	1305	191
872	1306	190
873	1307	188
874	1309	187
875	1310	185
876	1312	184
877	1312	182
878	1313	180
879	1314	179
880	1315	177
881	1316	176
882	1317	174
883	1318	173
884	1319	171
885	1320	169
886	1320	168
887	1321	166
888	1323	165
889	1324	163
890	1326	162
891	1327	160
892	1328	159
893	1329	157
894	1330	156
895	1330	154
896	1331	152
897	1332	151
898	1333	149
899	1334	148
900	1335	146
901	1336	145
902	1338	143
903	1340	142
904	1341	140
905	1342	139
906	1343	137
907	1344	136
908	1345	134
909	1346	133
910	1347	131
911	1348	130
912	1349	128
913	1350	127
914	1350	125
915	1352	124
916	1354	122
917	1355	121
918	1356	119
919	1357	118
920	1359	116
921	1360	115
922	1361	113
923	1362	112
924	1363	110
925	1364	109
926	1366	107
927	1368	106
928	1369	104
929	1371	103
930	1372	101
931	1373	100
932	1374	98
933	1376	97
934	1377	95
935	1378	94
936	1379	92
937	1380	91
938	1382	89
939	1383	88
940	1385	86
941	1386	85
942	1387	83
943	1388	82
944	1389	80
945	1390	79
946	1391	77
947	1392	76
948	1393	74
949	1394	73
950	1396	71
951	1397	70
952	1399	69
953	1400	67
954	1401	66
955	1403	64
956	1404	63
957	1405	61
958	1406	60
959	1407	58
960	1408	57
961	1410	55
962	1411	54
963	1413	52
964	1414	51
965	1415	49
966	1416	48
967	1418	46
968	1419	45
969	1420	43
970	1421	42
971	1422	40
972	1423	39
973	1425	38
974	1428	36
975	1429	35
976	1430	33
977	1432	32
978	1433	30
979	1434	29
980	1435	27
981	1436	26
982	1437	24
983	1440	23
984	1441	21
985	1443	20
986	1444	19
987	1445	17
988	1447	16
989	1448	14
990	1449	13
991	1450	11
992	1451	10
993	1452	8
994	1454	7
995	1456	5
996	1457	4
997	1458	2
998	1459	1
999	1460	0
